brand_part_number,Brand,brand_abbr,Stock,Price,expedite_eligibe,two_day_surcharge,overnight_surcharge
WRA64677,TRQ,TRQ,7,59.85,1,10.95,22.95
WRA64678,TRQ,TRQ,6,41.85,1,10.95,22.95
WRA64679,TRQ,TRQ,14,48.85,1,10.95,22.95
WRA64680,TRQ,TRQ,5,37.85,1,9.95,19.95
WRA64681,TRQ,TRQ,6,37.85,1,9.95,19.95
WRA64682,TRQ,TRQ,12,47.85,1,9.95,19.95
WRA64683,TRQ,TRQ,7,43.85,1,9.95,19.95
WRA64684,TRQ,TRQ,3,36.85,1,9.95,19.95
WRA64685,TRQ,TRQ,4,36.85,1,9.95,19.95
WRA64686,TRQ,TRQ,5,39.85,1,9.95,19.95
WRA64687,TRQ,TRQ,3,32.85,1,9.95,19.95
WRA65295,TRQ,TRQ,6,52.85,1,9.95,19.95
WRA65296,TRQ,TRQ,17,51.85,1,9.95,19.95
WRA65297,TRQ,TRQ,5,38.85,1,9.95,19.95
WRA65298,TRQ,TRQ,5,38.85,1,9.95,19.95
WRA65299,TRQ,TRQ,5,39.85,1,9.95,19.95
WRA65300,TRQ,TRQ,8,39.85,1,9.95,19.95
WRA65301,TRQ,TRQ,4,41.85,1,9.95,19.95
WRA65302,TRQ,TRQ,6,39.85,1,9.95,19.95
WRA65303,TRQ,TRQ,3,43.85,1,9.95,19.95
WRA65304,TRQ,TRQ,3,38.85,1,9.95,19.95
WRA65305,TRQ,TRQ,5,31.85,1,10.95,22.95
WRA65306,TRQ,TRQ,0,45.85,1,10.95,22.95
WRA65307,TRQ,TRQ,5,73.85,1,10.95,22.95
WRA65308,TRQ,TRQ,14,76.85,1,10.95,22.95
WRA65309,TRQ,TRQ,17,51.85,1,9.95,21.95
WRA65310,TRQ,TRQ,11,54.85,1,9.95,21.95
WRA65311,TRQ,TRQ,1,59.85,1,9.95,21.95
WRA65312,TRQ,TRQ,6,59.85,1,9.95,19.95
WRA65313,TRQ,TRQ,12,62.85,1,9.95,19.95
WRA65314,TRQ,TRQ,14,59.85,1,9.95,19.95
WRA65315,TRQ,TRQ,2,49.85,1,9.95,19.95
WRA65316,TRQ,TRQ,11,51.85,1,9.95,19.95
WRA65317,TRQ,TRQ,18,55.85,1,9.95,19.95
WRA65318,TRQ,TRQ,10,45.85,1,10.95,22.95
WRA65321,TRQ,TRQ,11,44.85,1,10.95,22.95
WRA65322,TRQ,TRQ,11,49.85,1,9.95,19.95
WRA65323,TRQ,TRQ,8,53.85,1,9.95,19.95
WRA65324,TRQ,TRQ,20,55.85,1,9.95,19.95
WRA65325,TRQ,TRQ,11,59.85,1,10.95,22.95
WRA65326,TRQ,TRQ,18,56.85,1,10.95,22.95
WRA65327,TRQ,TRQ,4,75.85,1,10.95,22.95
WRA65328,TRQ,TRQ,13,75.85,1,10.95,22.95
WRA65329,TRQ,TRQ,13,46.85,1,10.95,22.95
WRA65330,TRQ,TRQ,4,52.85,1,10.95,22.95
WRA65331,TRQ,TRQ,8,32.85,1,10.95,22.95
WRA65332,TRQ,TRQ,4,32.85,1,10.95,22.95
WRA65333,TRQ,TRQ,7,40.85,1,10.95,22.95
WRA65334,TRQ,TRQ,20,40.85,1,10.95,22.95
WRA65335,TRQ,TRQ,17,31.85,1,10.95,22.95
WRA65336,TRQ,TRQ,11,31.85,1,10.95,22.95
WRA65387,TRQ,TRQ,4,114.85,1,19.95,33.95
WRA65388,TRQ,TRQ,7,109.85,1,19.95,33.95
WRA65389,TRQ,TRQ,6,95.85,1,19.95,33.95
WRA65390,TRQ,TRQ,5,70.85,1,14.95,26.95
WRA65391,TRQ,TRQ,7,71.85,1,11.95,24.95
WRA65392,TRQ,TRQ,0,71.85,1,11.95,24.95
WRA65393,TRQ,TRQ,0,71.85,1,14.95,26.95
WRA65476,TRQ,TRQ,11,107.85,1,19.95,33.95
WRA65477,TRQ,TRQ,11,97.85,1,14.95,31.95
WRA65478,TRQ,TRQ,7,83.85,1,19.95,33.95
WRA65479,TRQ,TRQ,5,141.85,1,19.95,33.95
WRA65480,TRQ,TRQ,4,96.85,1,19.95,33.95
WRA65481,TRQ,TRQ,5,65.85,1,14.95,26.95
WRA65482,TRQ,TRQ,4,69.85,1,12.95,26.95
WRA65483,TRQ,TRQ,4,123.85,1,19.95,33.95
WRA65484,TRQ,TRQ,8,98.85,1,14.95,26.95
WRA65485,TRQ,TRQ,0,111.85,1,12.95,24.95
WRA65486,TRQ,TRQ,6,75.85,1,14.95,26.95
WRA65487,TRQ,TRQ,11,65.85,1,19.95,33.95
WRA65488,TRQ,TRQ,12,107.85,1,14.95,26.95
WRA65489,TRQ,TRQ,0,60.85,1,19.95,33.95
WRA65490,TRQ,TRQ,4,68.85,1,19.95,33.95
WRA65491,TRQ,TRQ,0,65.85,1,14.95,26.95
WRA65492,TRQ,TRQ,10,81.85,1,19.95,33.95
WRA65493,TRQ,TRQ,5,65.85,1,12.95,26.95
WRA65494,TRQ,TRQ,0,90.85,1,14.95,26.95
WRA65530,TRQ,TRQ,12,35.85,0,,
WRA65531,TRQ,TRQ,15,35.85,0,,
WRA65541,TRQ,TRQ,13,52.85,1,16.95,31.95
WRA65613,TRQ,TRQ,4,39.85,0,,
WRA65614,TRQ,TRQ,4,39.85,0,,
WRA65615,TRQ,TRQ,5,29.85,0,,
WRA65616,TRQ,TRQ,5,29.85,0,,
WRA65617,TRQ,TRQ,6,55.85,0,,
WRA65618,TRQ,TRQ,11,52.85,0,,
WRA67349,TRQ,TRQ,7,75.85,1,13.95,26.95
WRA67350,TRQ,TRQ,8,43.85,1,17.95,33.95
WRA67351,TRQ,TRQ,7,43.85,1,17.95,33.95
WRA67352,TRQ,TRQ,20,49.85,1,17.95,33.95
WRA67353,TRQ,TRQ,20,47.85,1,17.95,33.95
WRA67354,TRQ,TRQ,20,71.85,1,18.95,35.95
WRA67355,TRQ,TRQ,5,54.85,1,15.95,27.95
WRA67356,TRQ,TRQ,6,99.85,1,12.95,24.95
WRA71990,TRQ,TRQ,12,73.85,0,,
WRA80970,TRQ,TRQ,20,63.85,0,,
WRA80971,TRQ,TRQ,12,63.85,0,,
WRA80993,TRQ,TRQ,11,74.85,0,,
WRA80997,TRQ,TRQ,2,111.85,0,,
WRA87395,TRQ,TRQ,20,115.85,1,38.95,55.95
WRA89896,TRQ,TRQ,0,171.85,0,,
WRA89897,TRQ,TRQ,12,116.85,0,,
WSS00461,DIY Solutions,DIY,20,231.85,1,18.95,35.95
WSS00463,DIY Solutions,DIY,20,297.85,1,33.95,51.95
WSS00464,DIY Solutions,DIY,0,183.85,1,43.95,58.95
WSS00483,DIY Solutions,DIY,20,320.85,1,51.95,70.95
WSS00486,DIY Solutions,DIY,0,115.85,1,17.95,34.95
WSS00488,DIY Solutions,DIY,0,196.85,1,17.95,34.95
WSS00489,DIY Solutions,DIY,0,228.85,1,17.95,34.95
WSS00490,DIY Solutions,DIY,0,191.85,1,18.95,35.95
WSS00491,DIY Solutions,DIY,7,319.85,1,37.95,57.95
WSS00492,DIY Solutions,DIY,20,113.85,1,19.95,36.95
WSS00493,DIY Solutions,DIY,20,126.85,1,19.95,36.95
WSS00494,DIY Solutions,DIY,0,159.85,1,35.95,53.95
WSS00495,DIY Solutions,DIY,0,159.85,1,19.95,37.95
WSS00496,DIY Solutions,DIY,0,154.85,1,12.95,28.95
WSS00497,DIY Solutions,DIY,0,160.85,1,18.95,37.95
WSS00498,DIY Solutions,DIY,0,156.85,1,18.95,37.95
WSS00499,DIY Solutions,DIY,0,157.85,1,19.95,37.95
WSS00500,DIY Solutions,DIY,0,156.85,1,13.95,28.95
WSS00501,DIY Solutions,DIY,0,162.85,1,20.95,37.95
WSS00503,DIY Solutions,DIY,0,157.85,1,15.95,29.95
WSS00504,DIY Solutions,DIY,0,158.85,1,15.95,29.95
WSS00505,DIY Solutions,DIY,0,159.85,1,19.95,37.95
WSS00507,DIY Solutions,DIY,0,151.85,1,20.95,37.95
WSS00509,DIY Solutions,DIY,0,376.85,1,56.95,75.95
WSS00512,DIY Solutions,DIY,20,227.85,1,19.95,36.95
WSS00514,DIY Solutions,DIY,20,300.85,1,51.95,70.95
WSS00515,DIY Solutions,DIY,0,265.85,1,24.95,45.95
WSS00518,DIY Solutions,DIY,0,118.85,1,12.95,25.95
WSS00519,DIY Solutions,DIY,0,120.85,1,12.95,26.95
WSS00520,DIY Solutions,DIY,0,255.85,1,11.95,25.95
WSS00521,DIY Solutions,DIY,0,255.85,1,12.95,25.95
WSS00522,DIY Solutions,DIY,0,255.85,1,18.95,35.95
WSS00523,DIY Solutions,DIY,0,255.85,1,15.95,33.95
WSS00524,DIY Solutions,DIY,0,144.85,1,17.95,34.95
WSS00525,DIY Solutions,DIY,20,132.85,1,17.95,34.95
WSS00527,DIY Solutions,DIY,0,119.85,1,17.95,34.95
WSS00528,DIY Solutions,DIY,20,45.85,1,26.95,39.95
WSS00529,DIY Solutions,DIY,20,72.85,1,9.95,19.95
WSS00531,DIY Solutions,DIY,0,64.85,1,29.95,46.95
WSS00532,DIY Solutions,DIY,20,143.85,1,16.95,33.95
WSS00533,DIY Solutions,DIY,0,43.85,1,12.95,24.95
WSS00541,DIY Solutions,DIY,20,200.85,1,17.95,33.95
WSS00542,DIY Solutions,DIY,0,141.85,1,49.95,65.95
WSS00543,DIY Solutions,DIY,20,77.85,1,16.95,33.95
WSS00544,DIY Solutions,DIY,6,100.85,1,16.95,33.95
WSS00545,DIY Solutions,DIY,20,78.85,1,9.95,20.95
WSS00546,DIY Solutions,DIY,20,100.85,1,30.95,48.95
WSS00547,DIY Solutions,DIY,6,111.85,1,36.95,54.95
WSS00550,DIY Solutions,DIY,0,135.85,1,14.95,26.95
WSS00551,DIY Solutions,DIY,0,109.85,1,14.95,26.95
WSS00554,DIY Solutions,DIY,0,59.85,1,10.95,21.95
WSS00556,DIY Solutions,DIY,0,140.85,1,14.95,27.95
WSS00557,DIY Solutions,DIY,0,164.85,1,11.95,27.95
WSS00558,DIY Solutions,DIY,0,94.85,1,10.95,25.95
WSS00559,DIY Solutions,DIY,0,91.85,1,9.95,22.95
WSS00560,DIY Solutions,DIY,0,140.85,1,14.95,27.95
WSS00561,DIY Solutions,DIY,0,129.85,1,16.95,34.95
WSS00562,DIY Solutions,DIY,0,270.85,1,17.95,36.95
WSS00563,DIY Solutions,DIY,0,292.85,1,14.95,27.95
WSS00564,DIY Solutions,DIY,0,288.85,1,12.95,25.95
WSS00565,DIY Solutions,DIY,0,281.85,1,13.95,27.95
WSS00566,DIY Solutions,DIY,20,132.85,1,17.95,34.95
WSS00567,DIY Solutions,DIY,0,295.85,1,16.95,34.95
WSS00568,DIY Solutions,DIY,0,276.85,1,14.95,27.95
WSS00569,DIY Solutions,DIY,0,273.85,1,15.95,30.95
WSS00570,DIY Solutions,DIY,0,276.85,1,14.95,27.95
WSS00571,DIY Solutions,DIY,0,198.85,1,21.95,36.95
WSS00572,DIY Solutions,DIY,0,280.85,1,12.95,25.95
WSS00573,DIY Solutions,DIY,0,183.85,1,17.95,34.95
WSS00576,DIY Solutions,DIY,0,172.85,1,17.95,34.95
WSS00577,DIY Solutions,DIY,0,165.85,1,17.95,34.95
WSS00578,DIY Solutions,DIY,0,163.85,1,9.95,23.95
WSS00579,DIY Solutions,DIY,0,164.85,1,17.95,34.95
WSS00580,DIY Solutions,DIY,20,169.85,1,12.95,26.95
WSS00584,DIY Solutions,DIY,18,58.85,1,9.95,21.95
WSS00586,DIY Solutions,DIY,4,56.85,1,11.95,24.95
WSS00590,DIY Solutions,DIY,0,51.85,1,16.95,32.95
WSS00595,DIY Solutions,DIY,20,134.85,1,29.95,46.95
WSS00599,DIY Solutions,DIY,20,39.85,1,9.95,19.95
WSS00600,DIY Solutions,DIY,20,44.85,1,9.95,19.95
WSS00601,DIY Solutions,DIY,20,35.85,1,9.95,19.95
WSS00602,DIY Solutions,DIY,0,67.85,1,17.95,33.95
WSS00611,DIY Solutions,DIY,0,34.85,1,9.95,21.95
WSS00629,DIY Solutions,DIY,0,69.85,1,14.95,26.95
WSS00631,DIY Solutions,DIY,0,552.85,1,25.95,45.95
WSS00632,DIY Solutions,DIY,0,119.85,1,18.95,35.95
WSS00636,DIY Solutions,DIY,20,323.85,1,92.95,113.95
WSS00638,DIY Solutions,DIY,8,232.85,1,94.95,121.95
WSS00640,DIY Solutions,DIY,0,295.85,1,16.95,34.95
WSS00643,DIY Solutions,DIY,0,311.85,1,41.95,65.95
WSS00644,DIY Solutions,DIY,0,106.85,1,20.95,39.95
WSS00648,DIY Solutions,DIY,0,71.85,1,16.95,31.95
WSS00649,DIY Solutions,DIY,0,151.85,1,17.95,33.95
WSS00653,DIY Solutions,DIY,20,68.85,1,17.95,33.95
WSS00654,DIY Solutions,DIY,20,77.85,1,29.95,46.95
WSS00657,DIY Solutions,DIY,20,160.85,1,30.95,48.95
WSS00658,DIY Solutions,DIY,20,140.85,1,31.95,46.95
WSS00660,DIY Solutions,DIY,20,143.85,1,17.95,33.95
WSS00661,DIY Solutions,DIY,0,386.85,1,31.95,50.95
WSS00662,DIY Solutions,DIY,20,296.85,1,33.95,51.95
WSS00663,DIY Solutions,DIY,20,315.85,1,37.95,56.95
WSS00669,DIY Solutions,DIY,0,78.85,1,17.95,33.95
WSS00670,DIY Solutions,DIY,0,53.85,1,9.95,20.95
WSS00673,DIY Solutions,DIY,0,99.85,1,9.95,19.95
WSS00674,DIY Solutions,DIY,0,189.85,1,17.95,33.95
WSS00676,DIY Solutions,DIY,20,31.85,1,9.95,19.95
WSS00677,DIY Solutions,DIY,0,69.85,1,9.95,19.95
WSS00678,DIY Solutions,DIY,0,50.85,1,9.95,21.95
WSS00679,DIY Solutions,DIY,0,42.85,1,10.95,22.95
WSS00688,DIY Solutions,DIY,0,163.85,1,19.95,38.95
WSS00690,DIY Solutions,DIY,0,466.85,1,19.95,36.95
WSS00701,DIY Solutions,DIY,0,135.85,1,17.95,33.95
WSS00702,DIY Solutions,DIY,17,115.85,1,16.95,33.95
WSS00703,DIY Solutions,DIY,20,35.85,1,12.95,26.95
WSS00718,DIY Solutions,DIY,20,339.85,1,92.95,113.95
WSS00721,DIY Solutions,DIY,20,259.85,1,28.95,44.95
WSS00722,DIY Solutions,DIY,0,289.85,0,,
WSS00723,DIY Solutions,DIY,20,252.85,1,37.95,57.95
WSS00724,DIY Solutions,DIY,0,282.85,0,,
WSS00728,DIY Solutions,DIY,0,185.85,0,,
WSS00729,DIY Solutions,DIY,0,86.85,1,17.95,33.95
WSS00730,DIY Solutions,DIY,20,147.85,1,28.95,44.95
WSS00731,DIY Solutions,DIY,20,116.85,1,36.95,54.95
WSS00732,DIY Solutions,DIY,20,36.85,1,9.95,19.95
WSS00736,DIY Solutions,DIY,20,31.85,1,9.95,19.95
WSS00737,DIY Solutions,DIY,20,39.85,1,9.95,19.95
WSS00738,DIY Solutions,DIY,20,60.85,1,9.95,19.95
WSS00739,DIY Solutions,DIY,20,65.85,1,17.95,33.95
WSS00929,DIY Solutions,DIY,20,66.85,1,9.95,19.95
WSS00958,DIY Solutions,DIY,20,44.85,1,9.95,19.95
WSS01242,DIY Solutions,DIY,19,12.85,0,,
WSS01244,DIY Solutions,DIY,2,16.85,0,,
WSS01245,DIY Solutions,DIY,0,34.85,0,,
WSS01246,DIY Solutions,DIY,0,68.85,0,,
WSS01249,DIY Solutions,DIY,1,62.85,1,9.95,21.95
WSS01256,DIY Solutions,DIY,1,48.85,0,,
WSS01257,DIY Solutions,DIY,0,48.85,0,,
WSS01262,DIY Solutions,DIY,0,44.85,0,,
WSS01263,DIY Solutions,DIY,0,37.85,0,,
WSS01264,DIY Solutions,DIY,1,37.85,0,,
WSS01266,DIY Solutions,DIY,0,53.85,0,,
WSS01267,DIY Solutions,DIY,1,41.85,0,,
WSS01268,DIY Solutions,DIY,1,44.85,0,,
WSS01269,DIY Solutions,DIY,3,127.85,0,,
WSS01270,DIY Solutions,DIY,3,67.85,0,,
WSS01271,DIY Solutions,DIY,4,67.85,0,,
WSS01272,DIY Solutions,DIY,2,25.85,0,,
WSS01273,DIY Solutions,DIY,1,27.85,0,,
WSS01274,DIY Solutions,DIY,3,27.85,0,,
WSS01275,DIY Solutions,DIY,0,34.85,0,,
WSS01276,DIY Solutions,DIY,0,46.85,0,,
WTA04210,TRQ,TRQ,11,59.85,0,,
WTA04211,TRQ,TRQ,13,59.85,0,,
WTA04212,TRQ,TRQ,20,52.85,0,,
WTA04213,TRQ,TRQ,1,46.85,0,,
WTA04214,TRQ,TRQ,20,89.85,0,,
WTA04215,TRQ,TRQ,17,83.85,0,,
WTA04216,TRQ,TRQ,20,83.85,0,,
WTA04217,TRQ,TRQ,20,85.85,0,,
WTA04218,TRQ,TRQ,20,84.85,0,,
WTA04250,TRQ,TRQ,20,24.85,0,,
WTA04325,TRQ,TRQ,20,75.85,0,,
WTA04375,TRQ,TRQ,2,59.85,0,,
WTA04566,TRQ,TRQ,20,38.85,1,13.95,24.95
WTA04580,TRQ,TRQ,20,39.85,1,9.95,19.95
WTA10144,TRQ,TRQ,20,40.85,1,9.95,19.95
WTA10145,TRQ,TRQ,20,40.85,1,9.95,19.95
WTA10146,TRQ,TRQ,20,37.85,1,13.95,24.95
WTA10147,TRQ,TRQ,20,35.85,1,9.95,19.95
WTS00018,DIY Solutions,DIY,0,143.85,1,9.95,19.95
WTS00022,DIY Solutions,DIY,20,122.85,1,9.95,19.95
WTS00042,DIY Solutions,DIY,0,178.85,1,9.95,19.95
WTS00044,DIY Solutions,DIY,0,319.85,1,9.95,19.95
WTS00045,DIY Solutions,DIY,0,155.85,1,9.95,19.95
WTS00082,DIY Solutions,DIY,0,113.85,1,9.95,19.95
WTS00141,DIY Solutions,DIY,0,67.85,1,9.95,19.95
WTS00176,DIY Solutions,DIY,0,105.85,1,9.95,21.95
WTS00246,DIY Solutions,DIY,11,63.85,1,14.95,26.95
WTS00251,DIY Solutions,DIY,0,42.85,1,9.95,19.95
WTS00252,DIY Solutions,DIY,0,25.85,1,9.95,19.95
WTS00823,DIY Solutions,DIY,0,42.85,0,,
WTS00824,DIY Solutions,DIY,0,42.85,0,,
WWA06899,TRQ,TRQ,20,57.85,1,9.95,19.95
WWA09541,TRQ,TRQ,20,19.85,1,9.95,19.95
WWA09543,TRQ,TRQ,20,27.85,1,9.95,19.95
WWA09544,TRQ,TRQ,20,20.85,1,9.95,19.95
WWA09545,TRQ,TRQ,20,23.85,1,9.95,19.95
WWA09546,TRQ,TRQ,20,23.85,1,9.95,19.95
WWA09547,TRQ,TRQ,20,17.85,1,9.95,19.95
WWA09552,TRQ,TRQ,15,20.85,1,9.95,19.95
WWA09727,TRQ,TRQ,20,36.85,1,9.95,19.95
WWA09820,TRQ,TRQ,20,37.85,1,9.95,21.95
WWA09889,TRQ,TRQ,11,35.85,1,13.95,24.95
WWA10148,TRQ,TRQ,20,50.85,1,16.95,31.95
WWA10149,TRQ,TRQ,20,72.85,1,27.95,41.95
WWA10150,TRQ,TRQ,12,51.85,1,31.95,44.95
WWA10151,TRQ,TRQ,14,69.85,1,16.95,30.95
WWA10152,TRQ,TRQ,4,47.85,1,31.95,44.95
WWA10153,TRQ,TRQ,19,44.85,1,30.95,44.95
WWA10154,TRQ,TRQ,20,44.85,1,16.95,31.95
WWA10155,TRQ,TRQ,16,43.85,1,31.95,44.95
WWA10156,TRQ,TRQ,20,43.85,1,31.95,44.95
WWA10157,TRQ,TRQ,6,59.85,1,16.95,31.95
WWA10158,TRQ,TRQ,0,33.85,1,16.95,31.95
WWA10159,TRQ,TRQ,20,38.85,1,9.95,21.95
WWA10160,TRQ,TRQ,20,39.85,1,9.95,19.95
WWA10161,TRQ,TRQ,20,48.85,1,16.95,31.95
WWA10162,TRQ,TRQ,20,39.85,1,16.95,31.95
WWA10163,TRQ,TRQ,20,37.85,1,9.95,19.95
WWA10164,TRQ,TRQ,20,36.85,1,9.95,19.95
WWA10165,TRQ,TRQ,12,48.85,1,16.95,31.95
WWA10166,TRQ,TRQ,0,27.85,1,9.95,19.95
WWA10167,TRQ,TRQ,20,45.85,1,16.95,31.95
WWA10168,TRQ,TRQ,13,55.85,1,16.95,31.95
WWA10627,TRQ,TRQ,1,63.85,0,,
WWA10629,TRQ,TRQ,1,72.85,0,,
WWA10630,TRQ,TRQ,2,46.85,0,,
WWA67357,TRQ,TRQ,20,37.85,1,9.95,19.95
WWA67358,TRQ,TRQ,0,32.85,1,9.95,19.95
WWA67359,TRQ,TRQ,20,35.85,1,13.95,24.95
WWA69994,TRQ,TRQ,20,17.85,1,9.95,19.95
WWA88150,TRQ,TRQ,3,51.85,0,,
WWA88151,TRQ,TRQ,2,55.85,0,,
WWA88152,TRQ,TRQ,1,63.85,0,,
WWA88153,TRQ,TRQ,0,56.85,0,,
WWA88154,TRQ,TRQ,1,116.85,0,,
WWA92807,TRQ,TRQ,20,35.85,1,9.95,19.95
WWA92909,TRQ,TRQ,20,22.85,1,9.95,19.95
WWA93106,TRQ,TRQ,20,37.85,1,11.95,24.95
WWA93322,TRQ,TRQ,20,45.85,1,9.95,19.95
BFS05154,DIY Solutions,DIY,0,246.85,0,,
FTA07715,TRQ,TRQ,20,154.85,1,76.95,93.95
BKA16280,TRQ,TRQ,20,163.85,0,,
LHT10021,DIY Solutions,DIY,8,146.85,0,,
INA60207,TRQ,TRQ,20,12.85,0,,
INA60212,TRQ,TRQ,20,14.85,0,,
BKA10579,TRQ,TRQ,20,111.85,1,56.95,69.95
BKA11248,TRQ,TRQ,20,188.85,1,103.95,130.95
BKA11690,TRQ,TRQ,20,191.85,1,98.95,127.95
BKA12224,TRQ Performance,TRQ,20,327.85,1,146.95,191.95
BKA14829,TRQ,TRQ,0,120.85,0,,
BKA16360,TRQ,TRQ,20,183.85,0,,
BKA11570,TRQ,TRQ,20,139.85,1,64.95,92.95
BKA18276,TRQ,TRQ,20,247.85,0,,
BKA17591,TRQ Performance,TRQ,20,250.85,0,,
BKA16851,TRQ Performance,TRQ,20,394.85,0,,
ICA34608,TRQ,TRQ,0,23.85,0,,
PSA83670,TRQ,TRQ,20,75.85,1,16.95,31.95
BKA17925,TRQ,TRQ,0,163.85,0,,
BKA18233,TRQ Performance,TRQ,20,156.85,0,,
BKA18514,TRQ Performance,TRQ,0,367.85,0,,
BFS04077,DIY Solutions,DIY,20,24.85,0,,
LHT08717,DIY Solutions,DIY,20,58.85,1,12.95,26.95
BKA15367,TRQ Performance,TRQ,20,211.85,0,,
BKA16821,TRQ Performance,TRQ,20,139.85,0,,
MCA04535,TRQ,TRQ,20,33.85,0,,
MCA04536,TRQ,TRQ,20,28.85,0,,
BFA73789,TRQ,TRQ,20,35.85,1,10.95,22.95
BKA16587,TRQ,TRQ,20,232.85,0,,
BKA17181,TRQ,TRQ,12,199.85,0,,
BKA16623,TRQ,TRQ,20,150.85,0,,
ICA71937,TRQ,TRQ,0,183.85,0,,
BFA19772,TRQ,TRQ,20,33.85,0,,
MRA08422,TRQ,TRQ,17,119.85,1,30.95,44.95
PSA56228,TRQ,TRQ,0,151.85,1,37.95,55.95
OSA60402,TRQ,TRQ,9,47.85,0,,
BFA19791,TRQ,TRQ,20,43.85,0,,
FWA70017,TRQ,TRQ,8,48.85,0,,
BSA70009,TRQ,TRQ,9,25.85,0,,
LHT10376,DIY Solutions,DIY,0,202.85,0,,
BFA19033,TRQ,TRQ,8,39.85,0,,
BSA70008,TRQ,TRQ,2,26.85,0,,
BKA19502,TRQ,TRQ,0,135.85,0,,
FTA07777,TRQ,TRQ,0,161.85,0,,
BDS00468,DIY Solutions,DIY,0,189.85,0,,
BCA11001,TRQ,TRQ,0,24.85,0,,
GRI01988,DIY Solutions,DIY,11,96.85,0,,
LHT09906,DIY Solutions,DIY,20,23.85,1,9.95,19.95
FPA69519,TRQ,TRQ,15,67.85,1,9.95,19.95
BAS02494,DIY Solutions,DIY,10,23.85,0,,
BAS02497,DIY Solutions,DIY,10,31.85,0,,
BSA70083,TRQ,TRQ,12,21.85,0,,
BSA70089,TRQ,TRQ,17,21.85,0,,
BAS02493,DIY Solutions,DIY,5,23.85,0,,
BSA70080,TRQ,TRQ,9,23.85,0,,
BDS00439,DIY Solutions,DIY,3,71.85,0,,
BDS00456,DIY Solutions,DIY,0,68.85,0,,
BDS00457,DIY Solutions,DIY,3,68.85,0,,
BDS00458,DIY Solutions,DIY,0,143.85,0,,
BSA70102,TRQ,TRQ,17,29.85,0,,
FSA07795,TRQ,TRQ,20,31.85,0,,
SWA60030,TRQ,TRQ,20,17.85,0,,
VTA91192,TRQ,TRQ,14,21.85,0,,
BAS02431,DIY Solutions,DIY,20,32.85,0,,
BAS02440,DIY Solutions,DIY,9,52.85,0,,
BSA70079,TRQ,TRQ,8,23.85,0,,
BAS02483,DIY Solutions,DIY,10,51.85,0,,
BAS02488,DIY Solutions,DIY,4,47.85,0,,
BAS02266,DIY Solutions,DIY,12,68.85,0,,
BAS02272,DIY Solutions,DIY,0,41.85,0,,
BAS02333,DIY Solutions,DIY,0,87.85,0,,
BAS02451,DIY Solutions,DIY,6,55.85,0,,
BAS02312,DIY Solutions,DIY,0,59.85,0,,
BAS02313,DIY Solutions,DIY,0,59.85,0,,
HCA40028,TRQ,TRQ,20,30.85,0,,
BAS02309,DIY Solutions,DIY,7,44.85,0,,
BAS02310,DIY Solutions,DIY,6,44.85,0,,
BAS02315,DIY Solutions,DIY,2,84.85,0,,
BAS02332,DIY Solutions,DIY,0,79.85,0,,
BAS02317,DIY Solutions,DIY,7,78.85,0,,
BAS02318,DIY Solutions,DIY,15,78.85,0,,
BAS02319,DIY Solutions,DIY,7,66.85,0,,
BAS02334,DIY Solutions,DIY,7,72.85,0,,
BAS02347,DIY Solutions,DIY,20,25.85,0,,
BAS02348,DIY Solutions,DIY,20,25.85,0,,
BAS02349,DIY Solutions,DIY,20,25.85,0,,
BAS02376,DIY Solutions,DIY,20,33.85,0,,
BAS02394,DIY Solutions,DIY,8,51.85,0,,
BAS02420,DIY Solutions,DIY,8,58.85,0,,
BAS02396,DIY Solutions,DIY,3,74.85,0,,
BAS02397,DIY Solutions,DIY,0,74.85,0,,
BAS02398,DIY Solutions,DIY,20,31.85,0,,
BAS02403,DIY Solutions,DIY,10,62.85,0,,
BAS02422,DIY Solutions,DIY,20,56.85,0,,
BAS02258,DIY Solutions,DIY,0,21.85,0,,
BAS02399,DIY Solutions,DIY,20,31.85,0,,
BAS02421,DIY Solutions,DIY,0,87.85,0,,
BAS02404,DIY Solutions,DIY,14,62.85,0,,
BAS02424,DIY Solutions,DIY,10,59.85,0,,
BAS02405,DIY Solutions,DIY,10,60.85,0,,
BAS02406,DIY Solutions,DIY,9,60.85,0,,
BAS02425,DIY Solutions,DIY,9,54.85,0,,
BDS00367,DIY Solutions,DIY,0,116.85,0,,
BDS00444,DIY Solutions,DIY,7,131.85,0,,
BDS00445,DIY Solutions,DIY,1,47.85,0,,
BDS00460,DIY Solutions,DIY,2,39.85,0,,
GRI02037,DIY Solutions,DIY,0,61.85,0,,
GRI02045,DIY Solutions,DIY,0,39.85,0,,
GRI02072,DIY Solutions,DIY,0,54.85,0,,
GRI02073,DIY Solutions,DIY,20,63.85,0,,
GRI02074,DIY Solutions,DIY,0,42.85,0,,
GRI02075,DIY Solutions,DIY,5,135.85,0,,
GRI02082,DIY Solutions,DIY,3,27.85,0,,
GRI02083,DIY Solutions,DIY,6,27.85,0,,
GRI02091,DIY Solutions,DIY,0,57.85,0,,
MTA33851,TRQ,TRQ,0,127.85,0,,
PSA32110,TRQ,TRQ,2,23.85,0,,
PSA32113,TRQ,TRQ,0,25.85,0,,
PSA32114,TRQ,TRQ,20,22.85,0,,
PSA32117,TRQ,TRQ,20,20.85,0,,
